Species;Days;Control;Mechanical;D_Acid;Iguana;Tortoise
Pseudophoenix_vinifera;153;1;7;2;0;0
Pseudophoenix_vinifera;154;1;7;2;0;0
Pseudophoenix_vinifera;155;1;7;2;0;0
Pseudophoenix_vinifera;156;1;7;2;0;0
Pseudophoenix_vinifera;157;1;7;2;0;0
Pseudophoenix_vinifera;158;2;7;2;0;0
Theophrasta;1;0;0;0;0;0
Theophrasta;2;0;0;0;0;0
Theophrasta;3;0;0;0;0;0
Theophrasta;4;0;0;0;0;0
Theophrasta;5;0;0;0;0;0
Theophrasta;6;0;0;0;0;0
Theophrasta;7;0;0;0;0;0
Theophrasta;8;0;0;0;0;0
Theophrasta;9;0;0;0;0;0
Theophrasta;10;0;0;0;0;0
Theophrasta;11;0;0;0;0;0
Theophrasta;12;0;0;0;0;0
Theophrasta;13;0;0;0;0;0
Theophrasta;14;0;0;0;0;0
Theophrasta;15;0;0;0;0;0
Theophrasta;16;0;0;0;0;0
Theophrasta;17;0;0;0;0;0
Theophrasta;18;0;0;0;0;0
Theophrasta;19;0;0;0;0;0
Theophrasta;20;0;0;0;0;0
Theophrasta;21;0;0;0;0;0
Theophrasta;22;0;0;0;0;0
Theophrasta;23;0;0;0;0;0
Theophrasta;24;0;0;0;0;0
Theophrasta;25;0;0;0;0;0
Theophrasta;26;0;0;0;0;0
Theophrasta;27;0;0;0;0;0
Theophrasta;28;0;0;0;0;0
Theophrasta;29;0;0;0;0;0
Theophrasta;30;0;0;0;0;0
Theophrasta;31;0;0;0;0;0
Theophrasta;32;0;0;0;0;0
Theophrasta;33;0;0;0;0;0
Theophrasta;34;0;0;0;0;0
Theophrasta;35;0;0;0;0;0
Theophrasta;36;0;0;0;0;0
Theophrasta;37;0;0;0;0;0
Theophrasta;38;0;0;0;0;0
Theophrasta;39;0;0;0;0;0
Theophrasta;40;0;0;0;0;0
Theophrasta;41;0;0;0;0;0
Theophrasta;42;0;0;0;0;0
Theophrasta;43;0;0;0;0;0
Theophrasta;44;0;0;0;0;0
Theophrasta;45;0;0;0;0;0
Theophrasta;46;0;0;0;0;0
Theophrasta;47;0;0;0;0;0
Theophrasta;48;0;0;0;0;0
Theophrasta;49;0;0;0;0;0
Theophrasta;50;0;0;0;0;0
Theophrasta;51;0;0;0;0;0
Theophrasta;52;0;0;0;0;0
Theophrasta;53;0;0;0;0;0
Theophrasta;54;0;0;0;0;0
Theophrasta;55;0;0;0;0;0
Theophrasta;56;0;0;0;0;0
Theophrasta;57;0;0;0;0;0
Theophrasta;58;0;0;0;0;0
Theophrasta;59;0;0;0;0;0
Theophrasta;60;0;0;0;0;0
Theophrasta;61;0;0;0;0;0
Theophrasta;62;0;0;0;0;0
Theophrasta;63;0;0;0;0;0
Theophrasta;64;0;0;0;0;0
Theophrasta;65;0;0;0;0;0
Theophrasta;66;0;0;0;0;0
Theophrasta;67;0;0;0;0;0
Theophrasta;68;0;0;0;0;0
Theophrasta;69;0;0;0;0;0
Theophrasta;70;0;0;0;0;0
Theophrasta;71;1;0;0;0;0
Theophrasta;72;1;0;0;0;0
Theophrasta;73;2;0;0;0;0
Theophrasta;74;2;0;0;0;0
Theophrasta;75;3;0;0;0;0
Theophrasta;76;3;0;0;0;0
Theophrasta;77;3;0;0;0;0
Theophrasta;78;3;0;0;0;0
Theophrasta;79;3;0;0;0;0
Theophrasta;80;3;0;0;0;0
Theophrasta;81;3;0;0;0;0
Theophrasta;82;3;0;0;0;0
Theophrasta;83;3;0;0;0;0
Theophrasta;84;3;0;0;0;0
Theophrasta;85;3;0;0;0;0
Theophrasta;86;3;0;0;0;0
Theophrasta;87;4;0;0;0;0
Theophrasta;88;4;0;0;0;0
Theophrasta;89;4;0;0;0;0
Theophrasta;90;4;0;0;0;0
Theophrasta;91;5;0;0;0;0
Theophrasta;92;5;0;0;0;0
Theophrasta;93;5;0;0;0;0
Theophrasta;94;5;0;0;0;0
Theophrasta;95;5;0;0;0;0
Theophrasta;96;5;0;0;0;0
Theophrasta;97;5;0;0;0;0
Theophrasta;98;5;0;0;0;0
Theophrasta;99;5;0;0;0;0
Theophrasta;100;5;0;0;0;0
Theophrasta;101;5;0;0;0;0
Theophrasta;102;5;0;0;0;0
Theophrasta;103;5;0;0;0;0
Theophrasta;104;5;0;0;0;0
Theophrasta;105;5;0;1;0;0
Theophrasta;106;5;0;1;0;0
Theophrasta;107;5;0;1;0;0
Theophrasta;108;5;0;1;0;0
Theophrasta;109;5;0;1;0;0
Theophrasta;110;5;0;1;0;0
Theophrasta;111;5;0;1;0;0
Theophrasta;112;5;0;1;0;0
Theophrasta;113;5;0;1;0;0
Theophrasta;114;5;0;1;0;0
Theophrasta;115;5;0;1;0;0
Theophrasta;116;5;0;1;0;0
Theophrasta;117;9;0;1;0;0
